tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
1479,1772188683665285400,15,Negative,[],2025-03-24 09:00:39.430167,0 days 00:00:03.945000
1480,1857663553907446300,15,Negative,[],2025-03-24 09:01:01.678355,0 days 00:00:21.848000
1481,1816909216680223200,15,Negative,[],2025-03-24 09:02:20.880165,0 days 00:01:18.733000
1482,1853375386999992600,15,Negative,[],2025-03-24 09:02:29.074610,0 days 00:00:07.867000
1483,1745028273791521000,15,Negative,[],2025-03-24 09:02:32.865064,0 days 00:00:03.507000
1484,1850762684092096800,15,Negative,[],2025-03-24 09:02:37.746323,0 days 00:00:04.525000
1485,1870642789467517400,15,Negative,[],2025-03-24 09:02:48.888368,0 days 00:00:10.866000
1486,1794080344469320000,15,Negative,[],2025-03-24 09:02:51.922318,0 days 00:00:02.722000
1487,1896684018588102700,15,Negative,[],2025-03-24 09:03:07.175634,0 days 00:00:14.925000
1488,1796093321133109200,15,Negative,[],2025-03-24 09:03:10.073052,0 days 00:00:02.607000
1489,1758998312181711000,15,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-24 09:03:49.369955,0 days 00:00:38.968000
1490,1802469422290145500,15,Positive,['Other'],2025-03-24 09:04:55.428323,0 days 00:01:05.669000
1491,1886314866929262800,15,Negative,[],2025-03-24 09:05:15.532762,0 days 00:00:19.818000
1492,1856155047953887500,15,Negative,[],2025-03-24 09:05:17.081814,0 days 00:00:01.202000
1493,1817483165365067800,15,Negative,[],2025-03-24 09:05:21.280713,0 days 00:00:03.843000
1494,1851838279231976000,15,Negative,[],2025-03-24 09:05:23.644089,0 days 00:00:02.022000
1495,1807340747928257000,15,Negative,[],2025-03-24 09:05:29.346816,0 days 00:00:05.419000
1496,1883512367386108200,15,Positive,['Other'],2025-03-24 09:06:00.750632,0 days 00:00:31.105000
1497,1872278341455356200,15,Negative,[],2025-03-24 09:06:07.137635,0 days 00:00:06.092000
1498,1812642596034068500,15,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-24 09:06:35.617232,0 days 00:00:28.190000
1499,1822952027460366600,15,Negative,[],2025-03-24 09:06:46.227185,0 days 00:00:10.223000
1500,1862117833838071800,15,Negative,[],2025-03-24 09:07:02.706392,0 days 00:00:16.131000
1501,1806605841057173800,15,Negative,[],2025-03-24 09:07:11.226661,0 days 00:00:08.219000
1502,1871753786429243600,15,Negative,[],2025-03-24 09:07:21.550691,0 days 00:00:10.021000
1649,1795264563870638300,4,Positive,['Other'],2025-03-25 18:10:04.159831,0 days 00:03:34.683000
1650,1830131353163276500,4,Irrelevant,[],2025-03-25 18:10:53.817172,0 days 00:00:49.349000
1651,1794853197137453000,4,Irrelevant,[],2025-03-25 18:11:39.744196,0 days 00:00:45.615000
1652,1887719801683849700,4,Positive,['Calling for violence and hostility against Israel'],2025-03-25 18:12:26.565500,0 days 00:00:46.550000
1653,1738148698847396000,4,Positive,['Other'],2025-03-25 18:12:46.958453,0 days 00:00:20.129000
1654,1777873640400605200,4,Negative,[],2025-03-25 18:13:31.038640,0 days 00:00:43.806000
1655,1795187922905215500,4,Negative,[],2025-03-25 18:13:58.295532,0 days 00:00:26.942000
1656,1840303430096552200,4,Positive,['Other'],2025-03-25 18:15:52.949537,0 days 00:01:54.292000
1657,1717285607947559200,4,Irrelevant,[],2025-03-25 18:16:19.509756,0 days 00:00:26.227000
1658,1891696434480599000,4,Irrelevant,[],2025-03-25 18:16:33.875078,0 days 00:00:14.044000
1659,1804275545393557800,4,Positive,['Justifying Nazi ideology'],2025-03-25 18:17:09.990313,0 days 00:00:35.814000
1660,1795244531983724800,4,Irrelevant,[],2025-03-25 18:17:41.464725,0 days 00:00:31.160000
1661,1852619639391707400,4,Irrelevant,[],2025-03-25 18:17:49.157706,0 days 00:00:07.421000
1662,1795774429991162000,4,Negative,[],2025-03-25 18:18:16.526146,0 days 00:00:27.084000
1663,1804337836117934600,4,Positive,['Other'],2025-03-25 18:20:23.017978,0 days 00:02:06.092000
1664,1799746068307231000,4,Irrelevant,[],2025-03-25 18:20:43.553360,0 days 00:00:20.266000
1665,1856464232323428900,4,Irrelevant,[],2025-03-25 18:22:16.933367,0 days 00:01:32.982000
1666,1892412534486954500,4,Irrelevant,[],2025-03-25 18:22:33.952073,0 days 00:00:16.749000
1667,1876079546346402000,4,Irrelevant,[],2025-03-25 18:23:03.014938,0 days 00:00:28.779000
1668,1878926550504182300,4,Negative,[],2025-03-25 18:25:01.948719,0 days 00:01:58.564000
1669,1841428648957817000,4,Negative,[],2025-03-25 18:25:58.793568,0 days 00:00:56.416000
1670,1863940683985195300,4,Irrelevant,[],2025-03-25 18:26:27.739863,0 days 00:00:28.676000
1671,1818777514703253800,4,Negative,[],2025-03-25 18:27:13.047875,0 days 00:00:45.015000
1672,1886793193355628800,4,Negative,[],2025-03-25 18:27:31.455002,0 days 00:00:18.107000
1673,1804337836117934600,16,Negative,[],2025-03-26 04:56:16.850760,0 days 00:00:10.196000
1674,1892412534486954500,16,Irrelevant,[],2025-03-26 04:56:28.315510,0 days 00:00:11.198000
1675,1738148698847396000,16,Positive,['Other'],2025-03-26 04:56:53.426677,0 days 00:00:24.819000
1676,1839587893188190500,4,Negative,[],2025-03-26 05:55:14.623917,0 days 00:00:45.623000
1677,1886550358832410600,4,Negative,[],2025-03-26 05:55:27.166775,0 days 00:00:11.959000
1678,1827093702285914600,4,Negative,[],2025-03-26 05:55:29.828882,0 days 00:00:02.041000
1679,1878323759251095800,4,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-26 05:57:18.194167,0 days 00:01:47.497000
1680,1867235214910689300,4,Negative,[],2025-03-26 05:57:22.436668,0 days 00:00:03.639000
1681,1776003764106993700,4,Positive,['Other'],2025-03-26 05:58:41.373628,0 days 00:01:18.062000
1682,1723810975168573400,4,Positive,['Other'],2025-03-26 05:59:24.894933,0 days 00:00:42.943000
1683,1825802192248516600,4,Negative,[],2025-03-26 05:59:39.444251,0 days 00:00:13.821000
1684,1789057116277231900,4,Negative,[],2025-03-26 05:59:43.753535,0 days 00:00:03.662000
1685,1828152668185076000,4,Irrelevant,[],2025-03-26 05:59:51.953055,0 days 00:00:07.568000
1686,1762390008735158500,4,Negative,[],2025-03-26 06:00:02.863389,0 days 00:00:10.242000
1687,1894509146441232600,4,Negative,[],2025-03-26 06:00:11.532807,0 days 00:00:07.566000
1688,1795309823430701300,4,Uncertain,[],2025-03-26 06:01:13.482967,0 days 00:01:01.105000
1689,1806147702679597300,4,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-26 06:02:16.373820,0 days 00:01:02.147000
1690,1855418734187287000,4,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-26 06:02:47.339866,0 days 00:00:30.353000
1691,1822502982774391300,4,Negative,[],2025-03-26 06:03:10.414024,0 days 00:00:22.195000
1692,1846882740651565600,4,Irrelevant,[],2025-03-26 06:03:35.113785,0 days 00:00:24.057000
1693,1796313599239143400,4,Irrelevant,[],2025-03-26 06:03:39.942637,0 days 00:00:04.214000
1694,1796713658871112000,4,Negative,[],2025-03-26 06:03:57.001118,0 days 00:00:16.328000
1695,1761601671682310100,4,Positive,"['Collective blame of Jews for actions of the State of Israel', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-26 06:06:05.616586,0 days 00:02:07.807000
1696,1859353284093325800,4,Negative,[],2025-03-26 06:06:12.172862,0 days 00:00:05.950000
1697,1846882740651565600,3,Negative,[],2025-03-26 06:29:28.027361,0 days 00:00:08.805000
1698,1862086600957771800,3,Negative,[],2025-03-26 06:29:37.771282,0 days 00:00:09.385000
1699,1751187645668180200,3,Irrelevant,[],2025-03-26 06:29:47.441467,0 days 00:00:09.298000
1700,1748903845382726100,3,Irrelevant,[],2025-03-26 06:29:54.862141,0 days 00:00:07.058000
1701,1819091536359182800,3,Irrelevant,[],2025-03-26 06:30:08.303913,0 days 00:00:13.123000
1702,1896633839902195700,3,Irrelevant,[],2025-03-26 06:30:14.426898,0 days 00:00:05.866000
1703,1865695367939154400,3,Negative,[],2025-03-26 06:30:19.970028,0 days 00:00:05.281000
1704,1878547272860086500,3,Negative,[],2025-03-26 06:30:31.570562,0 days 00:00:11.256000
1705,1859716099371344400,3,Positive,['Other'],2025-03-26 06:31:21.935909,0 days 00:00:49.922000
1706,1801838106821169400,3,Irrelevant,[],2025-03-26 06:31:28.909551,0 days 00:00:06.699000
1707,1787322448947585000,3,Irrelevant,[],2025-03-26 06:31:36.783626,0 days 00:00:07.615000
1708,1731542503684497400,3,Negative,[],2025-03-26 06:31:50.378397,0 days 00:00:13.307000
1709,1749351231825588200,3,Positive,['Other'],2025-03-26 06:33:28.965788,0 days 00:01:38.255000
1710,1801962092100199000,3,Negative,[],2025-03-26 06:33:59.748040,0 days 00:00:30.522000
1711,1888437214733816000,3,Negative,[],2025-03-26 06:34:24.141637,0 days 00:00:24.131000
1712,1763354311080530400,3,Negative,[],2025-03-26 06:34:40.058104,0 days 00:00:15.652000
1713,1765925855237489200,3,Negative,[],2025-03-26 06:34:52.501090,0 days 00:00:12.063000
1714,1828676988317716700,3,Negative,[],2025-03-26 06:35:03.232766,0 days 00:00:10.462000
1715,1751917892373995500,3,Negative,[],2025-03-26 06:35:31.957965,0 days 00:00:28.348000
1716,1858873095219532300,3,Negative,[],2025-03-26 06:36:06.213992,0 days 00:00:33.925000
1717,1880388144551674000,3,Negative,[],2025-03-26 06:36:18.291375,0 days 00:00:11.711000
1718,1850535716885078300,11,Irrelevant,[],2025-03-26 07:44:28.433234,0 days 00:00:11.445000
1719,1878547272860086500,11,Irrelevant,[],2025-03-26 07:44:40.899909,0 days 00:00:12.090000
1720,1758740630640222200,11,Negative,[],2025-03-26 07:44:53.205127,0 days 00:00:11.942000
1724,1741986241409847600,11,Negative,[],2025-03-26 07:46:20.235191,0 days 00:00:23.901000
1725,1822436452703342600,11,Negative,[],2025-03-26 07:46:24.349928,0 days 00:00:03.756000
1726,1891387695584158200,11,Negative,[],2025-03-26 07:46:46.202846,0 days 00:00:21.465000
1727,1842451843433234400,11,Irrelevant,[],2025-03-26 07:46:54.723828,0 days 00:00:08.107000
1728,1821586131781329200,11,Irrelevant,[],2025-03-26 07:47:06.559676,0 days 00:00:11.428000
1729,1820153893839590000,11,Negative,[],2025-03-26 07:47:15.019811,0 days 00:00:08.073000
1734,1894565928710386000,11,Positive,['Other'],2025-03-26 07:49:19.575096,0 days 00:00:54.484000
1735,1834115446876086800,11,Negative,[],2025-03-26 07:49:31.105354,0 days 00:00:11.108000
1736,1839691483148099800,11,Irrelevant,[],2025-03-26 07:49:42.852059,0 days 00:00:11.261000
1737,1799324091595542800,11,Irrelevant,[],2025-03-26 07:49:45.182199,0 days 00:00:01.939000
1739,1879048994296619000,6,Irrelevant,[],2025-03-26 11:31:50.176093,0 days 00:00:23.495000
1740,1776444792790249500,6,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-26 11:32:32.657673,0 days 00:00:42.190000
1741,1823331289178734600,6,Irrelevant,[],2025-03-26 11:32:38.937620,0 days 00:00:05.964000
1742,1833269400524493000,6,Negative,[],2025-03-26 11:32:54.630333,0 days 00:00:15.408000
1743,1890203278941778000,6,Negative,[],2025-03-26 11:33:32.477796,0 days 00:00:37.553000
1744,1782630634630033700,6,Irrelevant,[],2025-03-26 11:33:48.172951,0 days 00:00:15.401000
1745,1859353284093325800,6,Irrelevant,[],2025-03-26 11:33:54.989895,0 days 00:00:06.529000
1746,1799324091595542800,6,Irrelevant,[],2025-03-26 11:34:00.047009,0 days 00:00:04.764000
1747,1776087795783864600,6,Negative,[],2025-03-26 11:34:03.520178,0 days 00:00:03.176000
1748,1822450278676980000,6,Negative,[],2025-03-26 11:34:08.948494,0 days 00:00:05.104000
1749,1886699319752905000,6,Irrelevant,[],2025-03-26 11:34:42.980457,0 days 00:00:33.731000
1750,1801962092100199000,6,Negative,[],2025-03-26 11:34:52.462777,0 days 00:00:09.176000
1751,1822947632408621000,6,Negative,[],2025-03-26 11:35:05.964212,0 days 00:00:13.219000
1752,1877978320081715500,6,Negative,[],2025-03-26 11:35:15.437697,0 days 00:00:09.136000
1753,1885812130449953000,6,Negative,[],2025-03-26 11:35:34.302679,0 days 00:00:18.564000
1762,1892217981590991400,9,Uncertain,[],2025-03-26 12:16:24.258185,0 days 00:00:20.903000
1763,1892530215051493600,9,Negative,[],2025-03-26 12:16:39.093868,0 days 00:00:14.458000
1764,1821490531899482600,9,Negative,[],2025-03-26 12:16:49.927768,0 days 00:00:10.511000
1773,1891303197332914400,9,Negative,[],2025-03-26 12:20:23.621677,0 days 00:00:11.999000
1775,1725449162077221000,9,Negative,[],2025-03-26 12:20:54.249386,0 days 00:00:22.250000
1776,1817511281118585000,9,Irrelevant,[],2025-03-26 12:20:57.830114,0 days 00:00:03.304000
1787,1737370885512896500,2,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-26 14:36:35.396755,0 days 00:00:59.417000
1788,1846071832870277600,2,Negative,[],2025-03-26 14:36:45.277193,0 days 00:00:09.595000
1789,1837473105784328400,2,Irrelevant,[],2025-03-26 14:36:48.025271,0 days 00:00:02.460000
1800,1711268894412042800,2,Negative,[],2025-03-26 14:38:33.794225,0 days 00:00:18.246000
1801,1817511281118585000,2,Irrelevant,[],2025-03-26 14:38:36.643303,0 days 00:00:02.566000
1802,1845724000863019300,12,Negative,[],2025-03-26 15:51:20.380994,0 days 00:00:12.627000
1803,1893473998585082000,12,Negative,[],2025-03-26 15:51:34.542831,0 days 00:00:13.646000
1804,1863536556767924500,12,Negative,[],2025-03-26 15:51:43.075621,0 days 00:00:07.951000
1805,1712761385233568000,12,Negative,[],2025-03-26 15:52:00.869715,0 days 00:00:17.188000
1721,1892957528918463000,11,Negative,[],2025-03-26 07:45:26.583004,0 days 00:00:33.017000
1722,1865164937812963300,11,Negative,[],2025-03-26 07:45:50.722088,0 days 00:00:23.706000
1723,1776087795783864600,11,Negative,[],2025-03-26 07:45:55.986835,0 days 00:00:04.879000
1730,1792566485497557200,11,Irrelevant,[],2025-03-26 07:47:17.478655,0 days 00:00:02.107000
1731,1721427368588480800,11,Negative,[],2025-03-26 07:47:29.569002,0 days 00:00:11.736000
1732,1822908110224433700,11,Negative,[],2025-03-26 07:47:37.158451,0 days 00:00:07.215000
1733,1776444792790249500,11,Positive,['Other'],2025-03-26 07:48:24.752810,0 days 00:00:47.230000
1738,1886699319752905000,11,Irrelevant,[],2025-03-26 07:49:57.156008,0 days 00:00:11.605000
1754,1876079546346402000,6,Irrelevant,[],2025-03-26 11:35:50.303622,0 days 00:00:15.679000
1755,1819785538276376600,6,Negative,[],2025-03-26 11:35:55.262337,0 days 00:00:04.656000
1756,1776853077158506500,6,Negative,[],2025-03-26 11:35:58.383293,0 days 00:00:02.788000
1757,1721416019120714000,6,Negative,[],2025-03-26 11:36:07.402261,0 days 00:00:08.654000
1758,1841431166290948000,6,Positive,"['Collective blame of Jews for actions of the State of Israel', 'Other']",2025-03-26 11:36:58.278574,0 days 00:00:50.521000
1759,1865882614164537900,6,Positive,['Other'],2025-03-26 11:37:16.619949,0 days 00:00:17.973000
1760,1888469647739289600,9,Irrelevant,[],2025-03-26 12:15:53.065796,0 days 00:00:08.286000
1761,1845724000863019300,9,Negative,[],2025-03-26 12:16:02.992788,0 days 00:00:09.558000
1765,1838849160688140500,9,Positive,['Calling for violence and hostility against Israel'],2025-03-26 12:17:06.024147,0 days 00:00:15.460000
1766,1887683557608563000,9,Irrelevant,[],2025-03-26 12:17:12.856236,0 days 00:00:06.554000
1767,1836505740493885400,9,Irrelevant,[],2025-03-26 12:17:25.652953,0 days 00:00:12.162000
1768,1880388144551674000,9,Negative,[],2025-03-26 12:17:36.261152,0 days 00:00:09.962000
1769,1756536978932466200,9,Negative,[],2025-03-26 12:17:41.420582,0 days 00:00:04.872000
1770,1854887721656881200,9,Positive,['Justifying Nazi ideology'],2025-03-26 12:18:01.852700,0 days 00:00:19.764000
1771,1862086600957771800,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-26 12:19:12.444815,0 days 00:01:09.960000
1772,1799726731642933200,9,Irrelevant,[],2025-03-26 12:20:11.341509,0 days 00:00:58.597000
1774,1833756890951487700,9,Negative,[],2025-03-26 12:20:31.731479,0 days 00:00:07.826000
1777,1823359405779239200,9,Irrelevant,[],2025-03-26 12:21:03.816693,0 days 00:00:05.711000
1778,1823412928839868700,9,Negative,[],2025-03-26 12:21:10.475685,0 days 00:00:06.369000
1779,1745386645715878400,9,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-26 12:21:39.759687,0 days 00:00:29.002000
1780,1865505158425444600,9,Negative,[],2025-03-26 12:27:58.747246,0 days 00:06:18.569000
1781,1795774429991162000,2,Negative,[],2025-03-26 14:34:28.978302,0 days 00:00:17.177000
1782,1796313599239143400,2,Irrelevant,[],2025-03-26 14:34:31.936319,0 days 00:00:02.696000
1783,1785449983363412500,2,Negative,[],2025-03-26 14:34:47.640822,0 days 00:00:15.443000
1784,1846869546684371000,2,Negative,[],2025-03-26 14:35:01.383178,0 days 00:00:13.469000
1785,1778294866759549200,2,Irrelevant,[],2025-03-26 14:35:26.322828,0 days 00:00:24.593000
1786,1787645015252202000,2,Irrelevant,[],2025-03-26 14:35:35.725723,0 days 00:00:09.117000
