content,sentiment,decision_source
Hamas murdered 340 people at the Nova music festival on 7 October 2023. Many more were wounded. Dozens were taken hostage. Shalev Biton narrowly escaped death thanks to the selfless actions of a nearby farm manager. Shalev's story is one of horror and hope.,Negative,User agreement
"Police officers put their lives on the line to protect their fellow Australians.

Today we remember the officers who have tragically died in the line of duty.

With honour, they served. With gratitude, we remember them.",Negative,User agreement
I've got a message for mums and dads: we are on your side. We've got your back.,Irrelevant,User agreement
"Walking amongst the exhibition today on Christmas Eve was a solemn reminder of the destruction wreaked on Darwin 50 years ago.

And a demonstration of the resilience and strength of this community in the face of unimaginable loss.",Negative,User agreement
1 min. Danny Danon. Israel Representative to the U.N.,Negative,User agreement
"Hey @Bowenchris try arguing from a platform of honesty instead of the boldface lies you've been using for 3 years.

Latest data show energy prices are 30% lower with nuclear in the mix.

Nuclear power plants last 80 years and not the 30 years claimed in the CSIRO gencost report.

Jobs in nuclear power pay 50% more than jobs in wind and solar.

It's time Australia grew up, broke the backward facing shackles placed on us by Labor politicians, and took our rightful place as a nuclear power nation. The U.S is now moving to triple its nuclear energy production  by the end of 2025. WTF are you doing?
#auspol",Negative,User agreement
Some nations are still run by humans,Irrelevant,User agreement
@aus_pill Imagine the smell.A blind man would think they're walking past a Bangladeshi wet market if he stumbled past this group.,Negative,User agreement
"let's goooo
boycott and divest
sanctions will do the rest",Negative,User agreement
"Jewish terrorism is rife inside synagogues, here rabbis cheer as a they hang an effigy of a Palestinian. Would you ever see this is any other place of worship?https://t.co/aMvK9OvgX0",Positive,User agreement
"BREAKING🚨 Israel has hit Lebanon with a massive bomb, bunker buster or even a tactical nuclear weapon judging by the initial flash.Like I said, stop saying we have to avoid a wider war. War is upon us. So use it or lose it.",Positive,User agreement
BREAKING🚨the president of Ireland Michael Higgins has accused the Israeli embassy of spying on Ireland and leaking his letter to the Iranian president! Expel the terrorists ! Irish patriots demand the expulsion of embassy staff!,Positive,User agreement
"This agreement means Australian law enforcement agencies will be able to prevent, detect, investigate and prosecute serious crime, while ensuring robust safeguards are in place to protect the rights and privacy of individuals and organisations and ensure accountability.",Negative,User agreement
"Alright Steve now you got me revved up this one here really gets on my nerves. This afghan born Muslim should not be in Australian parliament it's downright dangerous they this is how the infiltration starts. We've got a perfect e.g the UK. 
We do not want in Australia, Muhammad to become the most popular name.",Negative,User agreement
"Today I met with Prabowo Subianto for the first time since his inauguration as President of Indonesia.

I thanked @prabowo for his leadership to finalise our bilateral Defence Cooperation Agreement.

Australia and Indonesia are near neighbours and close partners. 🇦🇺🇮🇩

And I look forward to working with President Prabowo on the shared challenges facing our region and our peoples.",Negative,User agreement
Find out more:,Irrelevant,User agreement
The Israel Lobby,Negative,User agreement
"NEWS: $10,000 extra cash to help new construction apprentices.",Irrelevant,User agreement
More of this,Irrelevant,User agreement
oh my god shut the fuck up,Irrelevant,User agreement
"@AlboMP Like you give a fuck about that woman and her family your that full of shit, get back on your bike you trans loving 🤡",Irrelevant,User agreement
"Facilities like the Cairns PCYC are what make our communities great places to live.  

It's where kids make friends, learn new skills, and families can come together. 

Today we're announcing more than $50 million for housing and community infrastructure projects across Far North Queensland. 

We're building Australia's future right across our country.",Irrelevant,User agreement
"1st rule of speaking to police: say nothing.2nd rule, say this:",Irrelevant,User agreement
Yes! #MSO votes to kick out senior leadership due to treatment of pro-Palestine pianisthttps://t.co/lDtpUls6NV,Negative,User agreement
"@senatorbabet @NoticerNews @CommunityNotes Thank you for your fair and balanced take on the matter, Senator.Even if we differ in our politics, credit where credit is due.We appreciate the reality of the matter - you do fight for several rights and liberties for us too.",Negative,User agreement
🇮🇱 Oops.,Irrelevant,User agreement
"Working together, we can make the change that is so desperately needed. We must.",Irrelevant,User agreement
Furiosa 2024,Irrelevant,User agreement
"The antisemitic video circulating today is disgusting. The comments are vile.

The footage is sickening and shameful.

These antisemitic comments, driven by hate, have no place in our health system and no place anywhere in Australia. 

These individuals have been stood down by NSW Authorities.

They have rightly been referred to the NSW Police for criminal investigation.

Individuals found to have committed criminal antisemitic acts will face the full force of our laws.",Negative,User agreement
