content,sentiment
"@Megatron_ron The big boys will take a seat at the table, Zelenskyy will be a good boy and do as his told, and the bloke needs to slow down om coke",Negative
Emergency services are working around the clock in the National Situation Room here in Canberra.,Negative
@Jonathan_K_Cook Children are been killed in Gaza and a piece of cloth offends people. what a cruel world we live in.,Negative
"@consciousphilos Understanding that reality is not what one is taught is just too much for some people.

People are frightened of change.",Negative
"This is obscene. Australia's Foreign Minister, Penny Wong, claims one million Jews were murdered in the Holocaust. 

Where are the missing five million? @SenatorWong 
German records were extremely accurate, as were the numbers of Jews missing from the countries from which they were deported to extermination camps.",Negative
"VIDEO: The #FreedomFlotilla needs your help more than ever.
We WILL sail. #ReflagTheFlotilla #BreakTheSiege #FreePalestine @GazaFFlotilla",Irrelevant
"I just saw this guy at the coffee shop.

No phone no tablet, no laptop.

He just sat there drinking coffee.

Like a PSYCHOPATH!",Irrelevant
"Nicaragua joins growing list of international governments supporting South Africa's ICJ case.

@AlboMP, @SenatorWong, @MarkDreyfusKCMP  - we're waiting on Australia's statement of support.

#auspol #GazaGenocide #genocideconvention #EndTheGenocide #freepalestine",Positive
don't date guys who have gone to Tel Aviv for Pride,Negative
@TheFeedSBS Jesus that's embarrassing,Irrelevant
"Australia's FM @SenatorWong gets dressing down from @SenPaterson 

""I'm very, very happy for the Australian Jewish Community to cast their verdict about who has been more supportive of them over last 15 months, whether it's you or me, I think the verdict would be overwhelming""",Negative
"If in 75 years time, the international community is yet to realise what the Nakba is, HERE's what it is -televised on our watch. - Francesca Albanese at the National Press Club",Negative
Doctors Without Borders calling for independent investigations into convoys that have been attacked. Medical organisations should never be targets.,Negative
"@mattjcan Fuck off canavan, you are a gutless traitor you will be painted with the same brush as as albo in my eyes  POS.",Negative
"Jewish school kids denied hire of play equipment because of their ""Zionist blood money."" Antisemitism is spreading throughout our society. My comments to Sky News.",Negative
@SamParkerSenate Krassensteins post is proudly sponsored by..,Negative
@Powerfulmindx @CNN,Irrelevant
@SenatorWong Have you spared a thought for all the young British girls who have been mercilessly raped? I haven't seen a word from you.,Negative
"I acknowledge and pay my respects to the British & European Elders past & present,
who introduced Civil Society & Prosperity to Australia.
Happy Australia Day 🇦🇺🇦🇺

#RayMurray",Negative
@Bushra1Shaikh @astor_charlie Why didn't you say that in the first place then? Hollow words,Irrelevant
"Palestinians don't have a choice but to show up. Canberrans keep showing up too. Welcome back to Canberra @AlboMP and @SenatorWong.  Do your job:
#CeasefireNOW 
#StopArmingIsrael
Fund #UNRWA 
#Endcomplicity in #genocide",Positive
@AlboMP You make me sick you are by far the worst prime minister this country has had. Your obsession with immigration is going to turn our great nation into a 3rd world. I couldn't hate you anymore,Negative
"Meet Fellipe Lopes, Freedom Flotilla Coalition Press Officer. Past flotillas relied on traditional media. This time, we've developed a volunteer media team, on the ground and aboard. With your help this will ensure participants' stories get heard. #breakthesiege #alleyesondeck",Negative
"Ashvini Ambihaipahar is Labor's candidate for Barton.

Ash is a true Barton local. She grew up here and she knows what matters to the area.

She has spent her career advocating for her local community and Australian workers. 

And she's ready to continue the work of helping with the cost of living, fixing Medicare, delivering secure and better paying jobs, and building Australia's future.

I know Ash will work hard to continue the extraordinary legacy of Linda Burney in delivering for Barton and people across Australia.",Negative
@SerkanTheWriter Not sure what defines journalism these days anymore. Consider it a compliment! You must be doing something right.,Irrelevant
"@price0fwoke @WildernessWypt @taylorswift13 Everything we do makes a difference, so just complaining for nothing. The more that block them the more they see there is even a small impact on their understanding of what their audience will allow.",Negative
"🇿🇦 South Africa: *brings endless amount of videos, photos and interviews in evidence* 

🇮🇱 Israhell: *trust me bro*",Negative
"Only 2 weeks left to apply for the 3-year PostDoctoral position in Analytical Chemistry in my lab in Perth, Australia. See the link below for more information:",Irrelevant
@ZherkaOfficial The middle of what? Whoredom?,Irrelevant
A conservative Christian minister claims he is being persecuted for refusing to include a 'Welcome to Country' ceremony at the start of his religious conferences - and that he is prepared to go to jail to defend his rights.,Negative
"In solidarity with Tucker Carlson's recent Moscow supermarket trip I decided to visit my local Aussie supermarket to determine whether Australia deserves the right to invade New Zealand. 
What you see next WILL SHOCK YOU.",Negative
"Has anyone seen a post from that beastly @MehreenFaruqi denouncing the filth that her country men have been doing in the UK? 

Me neither. She has to go.",Negative
@MikeBenzCyber @Jikkyleaks They took the Deagal forecast. I've been Sharon this for over 10 yrs. WTF,Negative
"You mean, ""nothing makes me prouder than having a son that kills innocent babies and civilians"".",Negative
"@ausvstheagenda @joshburnsmp Why do our politicians only talk about ""Jevvs and antisemitism?"" 

What about the cost of living and Australians well-being?",Negative
"'The Jews of Khazaria: An Exercise in Absurdity.'

After two years of research we present you with all you need to know about the Khazar myth and the many other rumours about the Jews.

Download for free. Hard copy coming soon.",Negative
"It's not okay to murder Arab men either, by the way.",Negative
"A friend just called me after seeing a medical specialist in Brisbane (Australia) this morning. 

She won't be seeing that specialist any more, because on her wrist she had a green, red and black rubber bracelet with 'Free Gaza. Free Palestine' on it. 

She is reporting it.",Negative
"Amazing turnout of community and allies to grieve for loved ones killed, injured in Gaza. Join us - Federation Square until 9pm.

Palestine will be free.

#FreePalestine",Positive
"Just while I'm waiting for the PostDoc position paperwork to go through all the channels to be advertised officially, here is the advert.

Please include a cover letter, CV and address the selection criteria to be considered for the role.

Link for applying will be posted ASAP",Negative
